2024-06-03 09:38:12,431 INFO    SenderThread:11448 [sender.py:transition_state():613] send defer: 9
2024-06-03 09:38:12,432 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: defer
2024-06-03 09:38:12,432 INFO    HandlerThread:11448 [handler.py:handle_request_defer():184] handle defer: 9
2024-06-03 09:38:12,433 DEBUG   SenderThread:11448 [sender.py:send_request():405] send_request: defer
2024-06-03 09:38:12,433 INFO    SenderThread:11448 [sender.py:send_request_defer():609] handle sender defer: 9
2024-06-03 09:38:12,433 INFO    SenderThread:11448 [dir_watcher.py:finish():358] shutting down directory watcher
2024-06-03 09:38:12,462 INFO    SenderThread:11448 [dir_watcher.py:_on_file_modified():288] file/dir modified: E:\JYZ_projects_python\J230724_NLP_lab640\J240601_TPLinker\TPlinker-ycy-main\TPLinker\tplinker\wandb\run-20240603_093748-c6mru4xt\files\output.log
2024-06-03 09:38:12,463 INFO    SenderThread:11448 [dir_watcher.py:finish():388] scan: E:\JYZ_projects_python\J230724_NLP_lab640\J240601_TPLinker\TPlinker-ycy-main\TPLinker\tplinker\wandb\run-20240603_093748-c6mru4xt\files
2024-06-03 09:38:12,464 INFO    SenderThread:11448 [dir_watcher.py:finish():402] scan save: E:\JYZ_projects_python\J230724_NLP_lab640\J240601_TPLinker\TPlinker-ycy-main\TPLinker\tplinker\wandb\run-20240603_093748-c6mru4xt\files\conda-environment.yaml conda-environment.yaml
2024-06-03 09:38:12,466 INFO    SenderThread:11448 [dir_watcher.py:finish():402] scan save: E:\JYZ_projects_python\J230724_NLP_lab640\J240601_TPLinker\TPlinker-ycy-main\TPLinker\tplinker\wandb\run-20240603_093748-c6mru4xt\files\config.yaml config.yaml
2024-06-03 09:38:12,468 INFO    SenderThread:11448 [dir_watcher.py:finish():402] scan save: E:\JYZ_projects_python\J230724_NLP_lab640\J240601_TPLinker\TPlinker-ycy-main\TPLinker\tplinker\wandb\run-20240603_093748-c6mru4xt\files\output.log output.log
2024-06-03 09:38:12,478 INFO    SenderThread:11448 [dir_watcher.py:finish():402] scan save: E:\JYZ_projects_python\J230724_NLP_lab640\J240601_TPLinker\TPlinker-ycy-main\TPLinker\tplinker\wandb\run-20240603_093748-c6mru4xt\files\requirements.txt requirements.txt
2024-06-03 09:38:12,488 INFO    SenderThread:11448 [dir_watcher.py:finish():402] scan save: E:\JYZ_projects_python\J230724_NLP_lab640\J240601_TPLinker\TPlinker-ycy-main\TPLinker\tplinker\wandb\run-20240603_093748-c6mru4xt\files\wandb-metadata.json wandb-metadata.json
2024-06-03 09:38:12,489 INFO    SenderThread:11448 [dir_watcher.py:finish():402] scan save: E:\JYZ_projects_python\J230724_NLP_lab640\J240601_TPLinker\TPlinker-ycy-main\TPLinker\tplinker\wandb\run-20240603_093748-c6mru4xt\files\wandb-summary.json wandb-summary.json
2024-06-03 09:38:12,500 INFO    SenderThread:11448 [sender.py:transition_state():613] send defer: 10
2024-06-03 09:38:12,501 DEBUG   HandlerThread:11448 [handler.py:handle_request():158] handle_request: defer
